0	1	2	3
chr8	93150000	93250000	latemid
chr8	94350000	94650000	early
chr8	95100000	95300000	early
chr8	96550000	103600000	late
chr8	104750000	104950000	earlymid
chr8	105300000	105500000	early
chr8	106350000	106400000	early
chr8	107200000	107250000	early
chr8	108050000	108400000	latemid
chr8	108800000	109350000	earlymid
chr8	110150000	110300000	earlymid
chr8	111150000	111250000	early
chr8	111300000	111500000	early
chr8	112750000	113600000	late
chr8	115650000	115900000	late
chr8	117000000	117150000	early
chr8	118150000	118450000	latemid
chr8	118550000	119000000	latemid
chr8	119650000	119850000	early
chr8	120050000	120100000	early
chr8	121000000	121200000	earlymid
chr8	121600000	121800000	early
chr8	122050000	122300000	early
chr8	122650000	122800000	early
chr8	123600000	123700000	early
chr8	124350000	124700000	early
chr8	125150000	125200000	early
chr8	126100000	126200000	earlymid
chr8	127400000	127600000	earlymid
chr8	128100000	128300000	late
chr9	2950000	3150000	latemid
chr9	5250000	5300000	late
chr9	5700000	6300000	late
chr9	6950000	7150000	latemid
chr9	8400000	8750000	latemid
chr9	9800000	10150000	late
chr9	10900000	11200000	late
chr9	11700000	11850000	late
chr9	11950000	12850000	late
chr9	13950000	14100000	latemid
chr9	14900000	15100000	early
chr9	16100000	17050000	late
chr9	18850000	19400000	late
chr9	19850000	20100000	latemid
chr9	20650000	20750000	early
chr9	21950000	22100000	early
chr9	23650000	24000000	late
chr9	26250000	26400000	late
chr9	27900000	29550000	late
chr9	29650000	29900000	late
chr9	31650000	31850000	earlymid
chr9	33200000	34250000	late
chr9	36000000	36100000	late
chr9	37000000	37150000	early
chr9	38250000	38450000	late
chr9	39000000	39400000	late
chr9	40400000	40600000	early
chr9	41300000	41600000	latemid
chr9	42600000	42750000	earlymid
chr9	43400000	43600000	earlymid
chr9	45000000	45250000	early
chr9	45500000	45700000	early
chr9	46900000	47150000	latemid
chr9	47650000	47750000	earlymid
chr9	48050000	48400000	earlymid
chr9	49250000	49700000	earlymid
chr9	50200000	50250000	earlymid
chr9	51500000	51550000	late
chr9	52550000	52650000	latemid
chr9	54000000	54450000	earlymid
chr9	55700000	55850000	early
chr9	56650000	56900000	early
chr9	57150000	57400000	early
chr9	57700000	58150000	early
chr9	58350000	58650000	early
chr9	58900000	59200000	early
chr9	59400000	59600000	early
chr9	60350000	60500000	earlymid
chr9	60850000	61100000	early
chr9	61500000	61700000	early
chr9	62600000	62700000	early
chr9	63150000	63650000	early
chr9	64450000	64800000	early
chr9	65350000	65450000	early
chr9	66400000	66550000	early
chr9	67400000	67550000	early
chr9	68350000	68500000	late
chr9	69550000	69750000	earlymid
chr9	71250000	71350000	earlymid
chr9	71900000	72050000	early
chr9	72900000	73000000	early
chr9	73850000	74350000	late
chr9	75950000	76200000	latemid
chr9	76900000	77000000	late
chr9	79200000	79350000	late
chr9	80850000	81500000	late
chr9	83200000	83500000	latemid
chr9	84850000	85150000	late
chr9	85950000	86200000	latemid
chr9	87500000	87850000	late
chr9	89350000	89700000	latemid
chr9	90800000	91300000	late
chr9	91450000	92050000	late
chr9	92700000	94200000	late
chr9	94750000	95050000	latemid
chr9	95600000	95950000	early
chr9	96850000	96950000	early
chr9	97700000	98200000	late
chr9	100000000	100100000	latemid
chr9	100700000	100900000	early
chr9	101750000	101950000	late
chr9	103600000	103850000	earlymid
chr9	104700000	105150000	latemid
chr9	105750000	105900000	earlymid
chr9	106250000	106400000	early
chr9	106500000	106700000	early
chr9	107050000	107150000	early
chr9	108100000	108200000	early
chr9	109350000	109550000	earlymid
chr9	110750000	110800000	early
chr9	112300000	112850000	late
chr9	114200000	114250000	early
chr9	114850000	115100000	early
chr9	115800000	116000000	latemid
chr9	117150000	117650000	late
chr9	118750000	118800000	earlymid
chr9	119600000	119750000	earlymid
chr9	120250000	120500000	early
chr9	120950000	121150000	early
chr9	122350000	122500000	latemid
chr9	123200000	123350000	earlymid
chr9	123650000	123850000	earlymid
chr9	124000000	124200000	earlymid
chr10	3050000	3200000	late
chr10	4900000	5350000	latemid
chr10	6350000	6800000	late
chr10	8250000	8500000	earlymid
chr10	10100000	10600000	late
chr10	11700000	12100000	latemid
chr10	13250000	13450000	early
chr10	13800000	13850000	earlymid
chr10	13950000	14250000	earlymid
chr10	15900000	16800000	late
chr10	18950000	19150000	latemid
chr10	19350000	19500000	latemid
chr10	20650000	20800000	latemid
chr10	21450000	21700000	earlymid
chr10	22900000	23300000	late
chr10	24250000	24450000	latemid
chr10	27350000	27500000	late
chr10	28300000	28500000	earlymid
chr10	29600000	29850000	late
chr10	31050000	31250000	latemid
chr10	32100000	32550000	late
chr10	35500000	36200000	late
chr10	37850000	38450000	late
chr10	39950000	40100000	early
chr10	40600000	41150000	earlymid
chr10	41600000	42150000	early
chr10	42750000	43050000	early
chr10	43800000	44100000	earlymid
chr10	44750000	44950000	earlymid
chr10	46200000	46350000	late
chr10	47200000	49150000	late
chr10	49550000	49650000	late
chr10	51250000	51800000	late
chr10	52800000	52950000	latemid
chr10	54250000	55700000	late
chr10	56850000	57150000	late
chr10	57750000	57950000	latemid
chr10	58800000	59000000	earlymid
chr10	59450000	59550000	early
chr10	60500000	60650000	earlymid
chr10	61500000	61650000	early
chr10	62000000	62250000	early
chr10	63100000	63150000	early
chr10	64000000	64300000	late
chr10	65250000	66250000	late
chr10	67550000	67750000	earlymid
chr10	68650000	68900000	latemid
chr10	69500000	69800000	earlymid
chr10	70550000	70800000	early
chr10	70950000	71100000	early
chr10	72050000	72300000	late
chr10	73000000	74350000	late
chr10	75250000	75400000	early
chr10	76100000	76300000	early
chr10	76750000	76850000	early
chr10	77350000	77550000	early
chr10	77750000	77900000	early
chr10	78850000	79200000	latemid
chr10	81750000	81900000	early
chr10	82400000	82500000	earlymid
chr10	83000000	83250000	earlymid
chr10	83900000	84200000	earlymid
chr10	84650000	84900000	early
chr10	85200000	85450000	early
chr10	86200000	86450000	earlymid
chr10	87250000	87500000	latemid
chr10	89150000	89200000	latemid
chr10	90250000	90400000	late
chr10	91900000	92250000	late
chr10	93500000	93750000	early
chr10	94250000	94850000	earlymid
chr10	95650000	95800000	early
chr10	96300000	96550000	latemid
chr10	97400000	98300000	late
chr10	99650000	100000000	late
chr10	100800000	102850000	late
chr10	103750000	105150000	late
chr10	106600000	107400000	late
chr10	109100000	110250000	late
chr10	110950000	111250000	early
chr10	112550000	114650000	late
chr10	115950000	116000000	latemid
chr10	117500000	117600000	early
chr10	118600000	118800000	latemid
chr10	119450000	119700000	latemid
chr10	120600000	120800000	earlymid
chr10	121150000	121200000	earlymid
chr10	122200000	122600000	latemid
chr10	123650000	125100000	late
chr10	126150000	126450000	latemid
chr10	127750000	127850000	early
chr10	129500000	129850000	late
chr11	3050000	3150000	late
chr11	3700000	3850000	early
chr11	5200000	5350000	early
chr11	5600000	5750000	early
chr11	5800000	6000000	early
chr11	6150000	6300000	early
chr11	7700000	8050000	latemid
chr11	9750000	10900000	late
chr11	12100000	12300000	early
chr11	13650000	13850000	late
chr11	14300000	15850000	late
chr11	16700000	17150000	earlymid
chr11	17500000	17700000	latemid
chr11	18400000	18750000	late
chr11	21600000	21850000	earlymid
chr11	23100000	23300000	early
chr11	25000000	25200000	late
chr11	27250000	27700000	late
chr11	28200000	28500000	latemid
chr11	30100000	30200000	early
chr11	31300000	31550000	earlymid
chr11	32850000	33000000	early
chr11	34300000	34550000	latemid
chr11	34900000	35000000	earlymid
chr11	36700000	40000000	late
chr11	41400000	41950000	late
chr11	42400000	42850000	late
chr11	44100000	44200000	latemid
chr11	45100000	45400000	latemid
chr11	47150000	48150000	late
chr11	49100000	49400000	earlymid
chr11	49800000	50050000	early
chr11	50650000	50750000	earlymid
chr11	51900000	52200000	early
chr11	52850000	52900000	earlymid
chr11	53600000	53650000	early
chr11	54150000	54250000	earlymid
chr11	55250000	55300000	early
chr11	56450000	57000000	late
chr11	58450000	58700000	earlymid
chr11	59900000	60100000	early
chr11	60500000	60650000	early
chr11	61150000	61500000	early
chr11	61950000	62250000	early
chr11	63500000	63700000	latemid
chr11	64550000	64750000	late
chr11	65350000	65600000	latemid
chr11	66250000	66400000	late
chr11	67550000	67600000	earlymid
chr11	68550000	68600000	early
chr11	69200000	69250000	early
chr11	70150000	70350000	early
chr11	71250000	71700000	latemid
chr11	73750000	73950000	late
chr11	75400000	75450000	early
chr11	75850000	76100000	early
chr11	76900000	77300000	early
chr11	78750000	79150000	early
chr11	79800000	79850000	early
chr11	81050000	81450000	latemid
chr11	81850000	82100000	late
chr11	83100000	83200000	early
chr11	83600000	83700000	earlymid
chr11	84150000	84300000	early
chr11	84600000	84700000	early
chr11	84900000	85150000	early
chr11	85550000	85650000	early
chr11	85900000	86000000	early
chr11	86300000	86400000	early
chr11	86700000	86900000	early
chr11	87150000	87350000	early
chr11	87650000	87850000	early
chr11	88250000	88450000	early
chr11	90900000	93300000	late
chr11	94350000	94500000	early
chr11	94750000	94850000	early
chr11	95100000	95200000	early
chr11	96400000	96550000	early
chr11	98450000	98550000	early
chr11	99650000	99850000	latemid
chr11	100750000	101150000	early
chr11	101850000	102050000	early
chr11	102550000	102750000	early
chr11	103500000	103700000	early
chr11	104000000	104150000	early
chr11	104750000	105000000	earlymid
chr11	105500000	105700000	earlymid
chr11	106250000	106400000	early
chr11	106850000	106950000	early
chr11	108100000	108300000	earlymid
chr11	108550000	108650000	latemid
chr11	109950000	110150000	latemid
chr11	111150000	112200000	late
chr11	113300000	113450000	early
chr11	114000000	114200000	earlymid
chr11	114900000	115050000	early
chr11	116650000	116800000	early
chr11	117400000	117500000	early
chr11	118650000	118800000	earlymid
chr11	119500000	119800000	early
chr11	121050000	121200000	early
chr11	121500000	121850000	early
chr12	3900000	4100000	early
chr12	4450000	4800000	early
chr12	5750000	7600000	late
chr12	9550000	10400000	late
chr12	11700000	11850000	late
chr12	12300000	12500000	earlymid
chr12	14150000	15050000	late
chr12	15250000	15300000	late
chr12	17000000	17200000	early
chr12	18250000	18350000	earlymid
chr12	18400000	18600000	earlymid
chr12	18800000	18950000	earlymid
chr12	20050000	20150000	earlymid
chr12	20650000	20950000	earlymid
chr12	21700000	22050000	earlymid
chr12	22100000	22250000	earlymid
chr12	22400000	22500000	early
chr12	23050000	23100000	earlymid
chr12	23350000	23400000	earlymid
chr12	23800000	23900000	latemid
chr12	24000000	24300000	early
chr12	25700000	26250000	late
chr12	26550000	27150000	late
chr12	27200000	28100000	late
chr12	29400000	29800000	late
chr12	29900000	30550000	late
chr12	32350000	32600000	latemid
chr12	34200000	34650000	late
chr12	36800000	38450000	late
chr12	39200000	39350000	late
chr12	40600000	40650000	earlymid
chr12	41300000	41450000	earlymid
chr12	42450000	42700000	late
chr12	43650000	43800000	late
chr12	44750000	45150000	late
chr12	46050000	50750000	late
chr12	53500000	53800000	late
chr12	54900000	55100000	early
chr12	56700000	56900000	latemid
chr12	57900000	58200000	late
chr12	59850000	62400000	late
chr12	63600000	64350000	late
chr12	66050000	68050000	late
chr12	68200000	68350000	late
chr12	69500000	69550000	early
chr12	70300000	70500000	earlymid
chr12	71450000	71750000	earlymid
chr12	72250000	72400000	earlymid
chr12	72800000	72950000	early
chr12	73650000	73750000	earlymid
chr12	74600000	74850000	late
chr12	75850000	76050000	early
chr12	76600000	76750000	early
chr12	77350000	77450000	earlymid
chr12	77800000	77950000	latemid
chr12	78250000	78450000	earlymid
chr12	79450000	79600000	early
chr12	80450000	80550000	early
chr12	81150000	81450000	early
chr12	81900000	82100000	early
chr12	82800000	83000000	latemid
chr12	83900000	84050000	early
chr12	84750000	84800000	early
chr12	85400000	86350000	early
chr12	86550000	86700000	early
chr12	87000000	87150000	early
chr12	87750000	87800000	latemid
chr12	88750000	90450000	late
chr12	92450000	95300000	late
chr12	95950000	97950000	late
chr12	99250000	99450000	early
chr12	99500000	99900000	early
chr12	100300000	100400000	early
chr12	100600000	100850000	early
chr12	101450000	101500000	latemid
chr12	102100000	102250000	early
chr12	103650000	103900000	latemid
chr12	105300000	105550000	early
chr12	107050000	107400000	late
chr12	108400000	108450000	early
chr12	109150000	109350000	earlymid
chr12	110000000	110150000	earlymid
chr12	111100000	111500000	early
chr12	112200000	112400000	earlymid
chr12	113600000	113800000	late
chr12	114600000	114900000	late
chr12	114950000	115950000	late
chr12	116800000	117150000	latemid
chr12	118000000	118150000	latemid
chr12	119150000	119400000	late
chr13	2950000	3100000	late
chr13	4250000	4650000	latemid
chr13	5050000	5300000	late
chr13	6000000	6300000	latemid
chr13	7500000	8050000	late
chr13	9500000	9700000	earlymid
chr13	10400000	10600000	late
chr13	12750000	12800000	earlymid
chr13	14800000	15200000	late
chr13	16250000	16350000	late
chr13	18200000	18400000	latemid
chr13	19800000	19950000	latemid
chr13	20350000	20600000	latemid
chr13	21650000	21700000	earlymid
chr13	22400000	22550000	latemid
chr13	23650000	23950000	latemid
chr13	24050000	24450000	latemid
chr13	25750000	28300000	late
chr13	29500000	29700000	earlymid
chr13	30400000	30700000	latemid
chr13	31150000	31350000	latemid
chr13	32450000	32750000	latemid
chr13	33100000	33450000	latemid
chr13	34550000	34750000	earlymid
chr13	35300000	35350000	latemid
chr13	36300000	36350000	latemid
chr13	36900000	37100000	latemid
chr13	38350000	38550000	early
chr13	39200000	39350000	latemid
chr13	39600000	39900000	latemid
chr13	39950000	40350000	latemid
chr13	42500000	42700000	latemid
chr13	43850000	44300000	earlymid
chr13	45650000	45800000	earlymid
chr13	46150000	46450000	earlymid
chr13	46850000	46950000	early
chr13	47500000	47800000	latemid
chr13	48250000	48500000	early
chr13	49100000	49300000	early
chr13	50000000	50750000	latemid
chr13	51200000	51350000	earlymid
chr13	51950000	52450000	earlymid
chr13	52700000	52800000	earlymid
chr13	53650000	53950000	latemid
chr13	54800000	55000000	early
chr13	55400000	55550000	early
chr13	55850000	56000000	early
chr13	56800000	57800000	latemid
chr13	58950000	59250000	earlymid
chr13	60200000	60450000	latemid
chr13	60950000	61150000	late
chr13	61850000	61950000	early
chr13	63000000	63050000	early
chr13	63550000	63800000	early
chr13	64700000	64800000	earlymid
chr13	67050000	67300000	early
chr13	68900000	69000000	late
chr13	70250000	70350000	late
chr13	71100000	72150000	late
chr13	73550000	73650000	early
chr13	74000000	74150000	early
chr13	75150000	75400000	latemid
chr13	76650000	76900000	latemid
chr13	77200000	77400000	latemid
chr13	77750000	78050000	latemid
chr13	78700000	80200000	late
chr13	81050000	81250000	latemid
chr13	82250000	82450000	late
chr13	82950000	83500000	late
chr13	84600000	84950000	late
chr13	86400000	89150000	late
chr13	90350000	90650000	latemid
chr13	91050000	91150000	latemid
chr13	91450000	92000000	latemid
chr13	92800000	93000000	latemid
chr13	93750000	93900000	earlymid
chr13	95050000	95300000	earlymid
chr13	96100000	96250000	earlymid
chr13	96750000	97000000	early
chr13	97300000	97450000	early
chr13	97900000	98250000	earlymid
chr13	99150000	99350000	early
chr13	100150000	100300000	earlymid
chr13	101350000	101500000	latemid
chr13	102150000	102300000	late
chr13	103050000	103400000	latemid
chr13	104200000	104300000	early
chr13	105600000	106200000	late
chr13	107300000	107500000	earlymid
chr13	108750000	109000000	latemid
chr13	110550000	110900000	late
chr13	112050000	112100000	earlymid
chr13	112500000	112700000	early
chr13	113100000	113400000	earlymid
chr13	113950000	114050000	early
chr13	115250000	116900000	late
chr13	117700000	117900000	late
chr13	118650000	118900000	late
chr13	119800000	119850000	early
chr13	119950000	120100000	early
chr14	2950000	3950000	late
chr14	4100000	4750000	late
chr14	4850000	5000000	early
chr14	5850000	6250000	late
chr14	6450000	6600000	late
chr14	6800000	7100000	early
chr14	7250000	7350000	late
chr14	7500000	7600000	early
chr14	7900000	8000000	early
chr14	8350000	8550000	early
chr14	10050000	10600000	late
chr14	12600000	12900000	latemid
chr14	13400000	13550000	latemid
chr14	14350000	14400000	latemid
chr14	15200000	15350000	late
chr14	17000000	17200000	late
chr14	17600000	17900000	latemid
chr14	18750000	18850000	latemid
chr14	19350000	19450000	late
chr14	21050000	21100000	early
chr14	22850000	23050000	late
chr14	24650000	25150000	latemid
chr14	25950000	26450000	early
chr14	26700000	26900000	early
chr14	27200000	27300000	early
chr14	28700000	29050000	late
chr14	30150000	30200000	earlymid
chr14	30650000	30900000	early
chr14	31300000	31500000	early
chr14	32850000	33050000	latemid
chr14	33600000	33850000	latemid
chr14	34500000	34600000	early
chr14	35750000	36250000	late
chr14	38300000	40050000	late
chr14	41800000	41900000	latemid
chr14	42450000	42650000	earlymid
chr14	42750000	42800000	latemid
chr14	42950000	43050000	latemid
chr14	43300000	43400000	earlymid
chr14	43450000	43550000	earlymid
chr14	43650000	43850000	latemid
chr14	44050000	44650000	late
chr14	46000000	46200000	latemid
chr14	46500000	46600000	latemid
chr14	47950000	48550000	early
chr14	48850000	49050000	early
chr14	49400000	49650000	latemid
chr14	49900000	49950000	earlymid
chr14	50150000	50350000	late
chr14	51350000	51550000	latemid
chr14	52600000	52800000	earlymid
chr14	52950000	53100000	early
chr14	53250000	53300000	earlymid
chr14	53500000	53600000	earlymid
chr14	53750000	54000000	earlymid
chr14	54750000	54900000	early
chr14	55300000	55350000	early
chr14	56100000	56250000	earlymid
chr14	57150000	57250000	earlymid
chr14	58400000	58900000	latemid
chr14	59850000	60050000	earlymid
chr14	60350000	60500000	earlymid
chr14	61050000	61250000	early
chr14	61950000	62250000	earlymid
chr14	62400000	62550000	earlymid
chr14	63200000	63350000	early
chr14	63750000	64300000	earlymid
chr14	66500000	66550000	latemid
chr14	67300000	67500000	earlymid
chr14	68650000	68900000	latemid
chr14	69950000	70000000	earlymid
chr14	71450000	72150000	late
chr14	72850000	72950000	earlymid
chr14	74050000	74350000	late
chr14	75050000	75300000	early
chr14	75450000	75600000	early
chr14	76200000	76450000	early
chr14	77350000	77400000	latemid
chr14	78950000	79100000	early
chr14	80300000	85800000	late
chr14	86650000	86950000	earlymid
chr14	87950000	91000000	late
chr14	92100000	92750000	late
chr14	92900000	98400000	late
chr14	99900000	100250000	latemid
chr14	100850000	101000000	late
chr14	102300000	102600000	late
chr14	103950000	104350000	late
chr14	105450000	105600000	latemid
chr14	106600000	111250000	late
chr14	111500000	116550000	late
chr14	117200000	117450000	late
chr14	118250000	118400000	earlymid
chr14	119550000	119900000	late
chr14	121100000	121200000	earlymid
chr14	123450000	123900000	late
chr14	124150000	124350000	latemid
chr15	3000000	3550000	late
chr15	4400000	4700000	latemid
chr15	5500000	5800000	latemid
chr15	6300000	6400000	latemid
chr15	7450000	7700000	latemid
chr15	8650000	8950000	earlymid
chr15	9700000	9950000	latemid
chr15	11200000	11250000	latemid
chr15	12550000	12700000	early
chr15	13700000	14050000	late
chr15	14750000	15000000	late
chr15	15050000	16300000	late
chr15	16800000	18700000	late
chr15	18850000	19700000	late
chr15	19750000	24450000	late
chr15	26600000	26950000	late
chr15	27800000	27900000	earlymid
chr15	28600000	29650000	late
chr15	30800000	31100000	earlymid
chr15	32150000	33000000	late
chr15	34150000	34350000	early
chr15	34550000	34800000	early
chr15	35050000	35200000	early
chr15	35550000	35750000	earlymid
chr15	36800000	36900000	early
chr15	37500000	37650000	earlymid
chr15	38750000	39050000	early
chr15	40500000	40750000	late
chr15	41550000	41700000	early
chr15	42400000	42900000	late
chr15	43750000	44050000	late
chr15	45000000	47300000	late
chr15	47350000	50000000	late
chr15	51300000	51500000	latemid
chr15	52500000	52650000	latemid
chr15	53950000	54400000	late
chr15	56400000	56650000	late
chr15	56850000	57200000	late
chr15	58500000	58700000	earlymid
chr15	59350000	59500000	early
chr15	60350000	60700000	late
chr15	60950000	61050000	late
chr15	62650000	62700000	latemid
chr15	63250000	63450000	late
chr15	65050000	65100000	late
chr15	66300000	66400000	latemid
chr15	67550000	67850000	late
chr15	68600000	69050000	late
chr15	69300000	71900000	late
chr15	73300000	73450000	early
chr15	74100000	74250000	earlymid
chr15	75150000	75300000	earlymid
chr15	76000000	76100000	early
chr15	77500000	77650000	early
chr15	78150000	78350000	earlymid
chr15	78600000	78800000	early
chr15	79150000	79250000	early
chr15	80400000	80600000	early
chr15	81150000	81300000	early
chr15	82500000	82700000	earlymid
chr15	83750000	84000000	earlymid
chr15	84400000	84550000	early
chr15	84800000	84850000	early
chr15	85100000	85300000	early
chr15	85350000	85800000	early
chr15	87100000	87200000	late
chr15	87800000	88050000	latemid
chr15	88950000	89150000	early
chr15	90000000	90050000	late
chr15	90450000	90750000	late
chr15	92050000	92350000	late
chr15	93800000	94050000	latemid
chr15	95200000	95450000	earlymid
chr15	95800000	96050000	early
chr15	96800000	97000000	early
chr15	97500000	97650000	early
chr15	98250000	98400000	early
chr15	99450000	99600000	early
chr15	100800000	101000000	early
chr15	101600000	101750000	earlymid
chr15	102750000	103050000	early
chr15	103650000	103800000	earlymid
chr16	3200000	3400000	latemid
chr16	4150000	4450000	early
chr16	4750000	4850000	early
chr16	6050000	6350000	late
chr16	7650000	8100000	latemid
chr16	8950000	9050000	early
chr16	9700000	9850000	latemid
chr16	10600000	11000000	early
chr16	12150000	12500000	latemid
chr16	14850000	15150000	latemid
chr16	16050000	16250000	early
chr16	16500000	16800000	early
chr16	17500000	17650000	early
chr16	17950000	18200000	early
chr16	19350000	19600000	latemid
chr16	20950000	21150000	early
chr16	22050000	22100000	early
chr16	22600000	22800000	early
chr16	23750000	23850000	latemid
chr16	24550000	24850000	latemid
chr16	25550000	27350000	late
chr16	27400000	28350000	late
chr16	29150000	29300000	latemid
chr16	29800000	29950000	early
chr16	30250000	30500000	early
chr16	30700000	30900000	early
chr16	31650000	31700000	early
chr16	32700000	33000000	early
chr16	33600000	33800000	early
chr16	34400000	34500000	earlymid
chr16	36250000	36550000	early
chr16	37150000	37400000	earlymid
chr16	37700000	37900000	early
chr16	39400000	40650000	late
chr16	40700000	41500000	late
chr16	43150000	43300000	latemid
chr16	44850000	45000000	latemid
chr16	45250000	45450000	earlymid
chr16	46150000	46300000	latemid
chr16	47050000	47650000	late
chr16	49200000	49500000	latemid
chr16	50250000	50350000	earlymid
chr16	51250000	51650000	late
chr16	52400000	55250000	late
chr16	56450000	56750000	latemid
chr16	57850000	58100000	late
chr16	59000000	59150000	late
chr16	60050000	62350000	late
chr16	62800000	62850000	earlymid
chr16	63500000	64100000	late
chr16	66000000	72200000	late
chr16	74250000	75550000	late
chr16	76000000	76100000	latemid
chr16	77200000	77750000	late
chr16	79100000	84100000	late
chr16	85550000	86050000	late
chr16	86350000	86750000	late
chr16	88300000	89350000	late
chr16	90500000	90700000	early
chr16	91200000	91250000	earlymid
chr16	91700000	91800000	early
chr16	92800000	93250000	latemid
chr16	94100000	94300000	early
chr16	95150000	95400000	latemid
chr16	96650000	96800000	latemid
chr16	97350000	97550000	earlymid
chr17	3950000	4450000	late
chr17	5050000	5100000	early
chr17	5150000	5200000	early
chr17	5500000	5750000	early
chr17	7700000	8000000	earlymid
chr17	9100000	9500000	latemid
chr17	11150000	11250000	latemid
chr17	11650000	11700000	latemid
chr17	12400000	12550000	earlymid
chr17	13300000	13450000	earlymid
chr17	14400000	14500000	latemid
chr17	15250000	15350000	early
chr17	16200000	16500000	late
chr17	18400000	20500000	late
chr17	22100000	22300000	earlymid
chr17	22550000	22650000	earlymid
chr17	23000000	23350000	earlymid
chr17	23850000	23900000	early
chr17	24300000	24350000	early
chr17	25350000	25650000	early
chr17	26300000	26450000	early
chr17	26700000	26900000	early
chr17	27300000	27400000	early
chr17	30050000	30450000	early
chr17	30900000	31100000	early
chr17	31350000	31450000	early
chr17	32600000	32650000	early
chr17	33200000	33400000	early
chr17	34300000	34400000	early
chr17	34700000	34750000	early
chr17	35350000	35400000	early
chr17	35600000	35750000	early
chr17	36400000	36500000	earlymid
chr17	37550000	37850000	latemid
chr17	38500000	39950000	late
chr17	40250000	40350000	early
chr17	40500000	40600000	late
chr17	41400000	42200000	late
chr17	43350000	43450000	earlymid
chr17	44250000	44550000	latemid
chr17	44850000	45000000	earlymid
chr17	45750000	46150000	early
chr17	46350000	46550000	early
chr17	47050000	47300000	early
chr17	48100000	48300000	early
chr17	49000000	49750000	latemid
chr17	51950000	52500000	late
chr17	54550000	54850000	late
chr17	56400000	56550000	early
chr17	57850000	62400000	late
chr17	63100000	63450000	latemid
chr17	65000000	65150000	latemid
chr17	66150000	66300000	early
chr17	67100000	67200000	late
chr17	68500000	68700000	late
chr17	69850000	70050000	late
chr17	71150000	71300000	early
chr17	72150000	72550000	latemid
chr17	73550000	73650000	late
chr17	75200000	75350000	earlymid
chr17	76650000	77850000	late
chr17	79400000	79750000	earlymid
chr17	80350000	80400000	early
chr17	80600000	80700000	early
chr17	81450000	81950000	late
chr17	82650000	82800000	late
chr17	84000000	84150000	early
chr17	84750000	84850000	early
chr17	85750000	85800000	earlymid
chr17	86250000	86450000	earlymid
chr17	86850000	87150000	earlymid
chr17	89350000	89500000	late
chr17	90050000	90600000	late
chr17	91500000	92900000	late
chr17	93100000	93200000	latemid
chr17	93350000	93700000	latemid
chr17	93900000	94150000	late
chr18	2950000	3050000	latemid
chr18	3700000	4100000	latemid
chr18	5550000	5700000	earlymid
chr18	7000000	7200000	latemid
chr18	8650000	8800000	late
chr18	9600000	9800000	latemid
chr18	10250000	10450000	early
chr18	11300000	11400000	latemid
chr18	12350000	12450000	early
chr18	13350000	13500000	latemid
chr18	14000000	14200000	latemid
chr18	15650000	15800000	late
chr18	16950000	17300000	late
chr18	17850000	19650000	late
chr18	21850000	22150000	late
chr18	22550000	23250000	late
chr18	24200000	24600000	early
chr18	25100000	25200000	earlymid
chr18	26800000	27600000	late
chr18	27800000	29700000	late
chr18	30750000	31000000	latemid
chr18	32950000	33350000	latemid
chr18	34100000	34600000	early
chr18	35250000	35450000	early
chr18	36050000	36100000	early
chr18	36350000	36500000	early
chr18	37150000	37400000	latemid
chr18	38100000	38200000	early
chr18	38650000	38800000	earlymid
chr18	39700000	40000000	latemid
chr18	40700000	41450000	late
chr18	43400000	43850000	latemid
chr18	45300000	45550000	late
chr18	47950000	49050000	late
chr18	51150000	51800000	late
chr18	52000000	52050000	late
chr18	52600000	52700000	late
chr18	54350000	54600000	late
chr18	55250000	55900000	late
chr18	57150000	57250000	latemid
chr18	57550000	57750000	latemid
chr18	58750000	59950000	late
chr18	61200000	61450000	early
chr18	62150000	62350000	latemid
chr18	63200000	63400000	latemid
chr18	64100000	64200000	earlymid
chr18	64950000	65100000	earlymid
chr18	66600000	66850000	latemid
chr18	67500000	67600000	early
chr18	68750000	68800000	latemid
chr18	70100000	70200000	latemid
chr18	71150000	73050000	late
chr18	74400000	74600000	earlymid
chr18	75900000	76100000	early
chr18	76450000	76750000	earlymid
chr18	77300000	77450000	earlymid
chr18	78850000	79050000	late
chr18	79100000	79200000	late
chr18	80600000	80750000	earlymid
chr18	81450000	81650000	latemid
chr18	82000000	82150000	earlymid
chr18	83550000	83700000	late
chr18	84200000	84350000	earlymid
chr18	85700000	88450000	late
chr18	89500000	89850000	late
chr19	3000000	3100000	earlymid
chr19	4000000	4200000	early
chr19	4550000	4650000	early
chr19	5500000	5650000	early
chr19	6550000	6800000	early
chr19	8000000	8200000	latemid
chr19	9450000	9600000	latemid
chr19	10350000	10400000	early
chr19	11150000	11200000	earlymid
chr19	11500000	11600000	latemid
chr19	12300000	12400000	latemid
chr19	13350000	13750000	late
chr19	15250000	15450000	late
chr19	16250000	16300000	earlymid
chr19	17900000	18000000	late
chr19	19400000	20250000	late
chr19	22300000	22500000	latemid
chr19	23550000	23750000	earlymid
chr19	24650000	25050000	earlymid
chr19	26250000	26400000	late
chr19	27400000	27650000	latemid
chr19	28400000	28500000	early
chr19	29300000	29500000	early
chr19	29900000	30100000	early
chr19	30700000	30900000	latemid
chr19	31350000	31650000	late
chr19	33750000	34100000	late
chr19	35450000	35750000	late
chr19	37050000	37250000	early
chr19	37650000	37800000	early
